lat,lon,Id_Sector,NIVEL_FORMACION,DPTO_IES,METODOLOGIA,GENERO,AREA_CONOCIMIENTO,Año,SECOTR_IES,MATRICULADOS
2.27,-76.37,1,maestria,cauca,presencial,mujer,bellas artes,2016,oficial,5
2.27,-76.37,1,maestria,cauca,presencial,mujer,bellas artes,2017,oficial,8
2.27,-76.37,1,maestria,cauca,presencial,mujer,bellas artes,2018,oficial,13
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias de la educacion,2015,oficial,150
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias de la educacion,2016,oficial,212
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias de la educacion,2017,oficial,387
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias sociales y humanas,2015,oficial,44
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias sociales y humanas,2016,oficial,74
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias sociales y humanas,2017,oficial,119
2.27,-76.37,1,maestria,cauca,presencial,mujer,ciencias sociales y humanas,2018,oficial,82
2.27,-76.37,1,maestria,cauca,presencial,mujer,economía administración contaduría y afines,2015,oficial,58
2.27,-76.37,1,maestria,cauca,presencial,mujer,economía administración contaduría y afines,2016,oficial,54
2.27,-76.37,1,maestria,cauca,presencial,mujer,economía administración contaduría y afines,2017,oficial,76
2.27,-76.37,1,maestria,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2016,oficial,4
2.27,-76.37,1,maestria,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2017,oficial,16
2.27,-76.37,1,maestria,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2018,oficial,6
2.27,-76.37,1,maestria,cauca,presencial,mujer,matematicas y ciencias naturales,2015,oficial,7
2.27,-76.37,1,maestria,cauca,presencial,mujer,matematicas y ciencias naturales,2016,oficial,10
2.27,-76.37,1,maestria,cauca,presencial,mujer,matematicas y ciencias naturales,2017,oficial,24
2.27,-76.37,1,maestria,cauca,presencial,mujer,matematicas y ciencias naturales,2018,oficial,10
